Comune Provincia Codice Latitudine Longitudine 97ALB 97ALBPL 97CMP 97CMPPL 98ALB 98ALBPL P8CMP 98CMPPL 99ALB 99ALBPL 99CMP 99CMPPL 00ALB 00ALBPL 00CMP 00CMPPL 01ALB 01ALBPL 01CMP 01CMPPL 02ALB 02ALBPL 02CMP 02CMPPL 03ALB 03ALBPL 03CMP 03CMPPL 04ALB 04ALBPL 04CMP 04CMPPL 05ALB 05ALBPL 05CMP 05CMPPL 06ALB 06ALBPL 06CMP 06CMPPL 07ALB 07ALBPL 07CMP 07CMPPL 08ALB 08ALBPL 08CMP 08CMPPL 09ALB 09ALBPL 09CMP 09CMPPL 10ALB 10ALBPL 10CMP 10CMPPL
Rubano PD 497 45.42805556 11.78527778 5 233 0 0 5 211 0 0 5 211 0 0 4 212 0 0 4 212 0 0 5 220 0 0 5 220 0 0 4 212 0 0 5 220 0 0 4 212 1 2 4 212 4 25 4 212 1 22 4 212 2 35 4 212 2 35
Saccolongo PD 498 45.40611111 11.74916667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 8 0 0 2 17 0 0 1 15 0 0 2 17 0 0 0 0 0 0 2 25 0 0 1 20 0 0 1 20 0 0 0 0
Saletto PD 499 45.22805556 11.53444444 0 0 1 7 0 0 1 10 0 0 1 10 0 0 1 7 0 0 1 7 0 0 1 18 0 0 2 25 0 0 1 18 0 0 2 25 0 0 0 0 0 0 1 18 0 0 1 9 0 0 1 9 0 0 1 9
SanGiorgiodellePertiche PD 500 45.54166667 11.91055556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SanGiorgioinBosco PD 501 45.59222222 11.80694444 1 70 0 0 1 70 0 0 1 70 0 0 1 70 0 0 1 70 0 0 1 70 0 0 1 70 0 0 1 70 0 0 1 70 0 0 1 70 0 0 1 70 0 0 1 70 1 14 1 70 1 14 1 70 1 14
SanMartinodiLupari PD 502 45.64916667 11.85777778 2 24 0 0 1 16 0 0 1 16 0 0 1 16 1 3 1 16 2 8 2 34 1 4 3 42 1 3 2 34 2 9 3 42 2 8 2 34 2 10 2 34 4 19 2 34 0 0 2 34 1 4 2 34 1 4
SanPietroinGu PD 503 45.61638889 11.66972222 1 21 0 0 1 21 0 0 1 21 0 0 1 20 0 0 1 20 0 0 1 21 0 0 1 20 0 0 1 20 0 0 1 20 0 0 1 21 0 0 1 21 0 0 1 20 0 0 1 20 0 0 1 20 0 0
SanPietroViminario PD 504 45.2475 11.82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 1 5 0 0 1 4 0 0 1 5 0 0 1 5 0 0 1 5 0 0 3 16 0 0 4 27 0 0 2 16 0 0 3 28 0 0 2 24
SantaGiustinainColle PD 505 45.56444444 11.90805556 1 10 0 0 1 10 0 0 1 10 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 14 0 0 1 14 0 0 1 14 0 0
SantaMargheritad'Adige PD 506 45.21722222 11.55805556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Sant'AngelodiPiovediSacco PD 507 45.34638889 12.00888889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Sant'Elena PD 508 45.18777778 11.71111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 6 0 0 5 18 0 0 3 6 0 0 3 6 0 0 3 6
Sant'Urbano PD 509 45.12944444 11.64666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 2 20 0 0 2 20
Saonara PD 510 45.37083333 11.98583333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SelvazzanoDentro PD 511 45.39527778 11.78361111 3 150 1 18 3 159 0 0 3 159 0 0 3 159 2 21 3 159 3 24 3 238 2 36 3 238 10 84 3 238 6 32 3 238 11 87 3 256 4 27 3 256 9 45 3 256 2 15 3 256 4 28 3 256 3 26
Solesino PD 512 45.17916667 11.74277778 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Stanghella PD 513 45.13583333 11.75722222 1 25 1 7 1 25 1 5 1 25 1 5 1 25 0 0 1 25 1 3 2 34 0 0 2 34 2 10 2 34 1 5 2 34 2 10 2 34 1 2 2 34 2 5 2 34 0 0 2 34 0 0 2 34 0 0
Teolo PD 514 45.36805556 11.70833333 10 909 0 0 9 842 0 0 9 842 0 0 10 906 0 0 10 907 0 0 9 843 1 4 9 843 2 10 9 843 2 6 9 843 5 30 7 785 10 80 11 954 19 105 10 934 14 92 9 950 15 103 9 950 18 113
TerrassaPadovana PD 515 45.24722222 11.90305556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tombolo PD 516 45.64638889 11.83194444 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 1 4 1 14 1 4 1 14 1 4 1 14 1 4 1 14 1 6 0 0 1 6 0 0 1 6 0 0 1 6 0 0 0 0
Torreglia PD 517 45.33611111 11.73277778 3 64 1 10 3 66 1 10 3 66 1 10 3 66 1 10 3 73 2 70 3 73 4 88 3 73 4 88 3 73 5 84 3 73 8 108 3 67 11 126 3 77 20 167 3 77 15 144 3 74 15 148 3 74 14 144
Trebaseleghe PD 518 45.59138889 12.05166667 2 38 0 0 2 39 0 0 2 39 0 0 2 37 0 0 2 37 1 5 2 39 0 0 3 57 1 5 3 57 1 6 3 57 1 5 2 42 1 6 2 42 2 10 2 42 0 0 2 42 0 0 2 42 0 0
Tribano PD 519 45.21277778 11.83388889 1 14 0 0 1 14 0 0 1 14 0 0 1 12 0 0 1 12 1 2 1 14 2 9 1 14 2 5 1 14 2 8 1 14 2 5 1 14 2 11 1 14 3 14 1 14 2 9 1 14 2 9 1 14 1 6
Urbana PD 520 45.18944444 11.44388889 1 70 0 0 1 11 0 0 1 11 0 0 1 70 0 0 1 70 1 21 1 11 1 21 1 11 1 21 2 28 1 21 1 11 1 21 2 28 1 21 2 28 1 21 2 28 1 21 2 28 1 21 2 28 1 21
Veggiano PD 521 45.44805556 11.71583333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 18 0 0 11 44 0 0 9 31 0 0 8 25 0 0 8 25
Vescovana PD 522 45.13555556 11.70916667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 0 0 0 0 1 4 0 0 0 0 0 0 1 4 0 0 2 15 0 0 2 15 0 0 1 8 0 0 1 8 0 0 1 8
Vighizzolod'Este PD 523 45.17638889 11.62916667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 0 0 0 0 1 4 0 0 1 4 0 0 0 0 0 0 2 6 0 0 0 0 0 0 0 0 0 0 0 0
Vigodarzere PD 524 45.4625 11.87833333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 2 17 0 0 2 17 0 0 1 15 0 0 2 17 0 0 2 34 0 0 2 34 0 0 2 21 0 0 3 33 0 0 2 26
Vigonza PD 525 45.44527778 11.99166667 3 103 0 0 4 123 1 6 4 123 1 6 2 104 3 18 2 104 4 21 3 106 2 30 3 76 3 38 2 106 7 59 3 76 9 61 2 106 11 178 3 106 15 185 3 139 8 146 2 139 9 148 2 139 9 148
VilladelConte PD 526 45.58416667 11.86055556 1 16 0 0 1 16 2 19 1 16 2 19 1 19 2 15 1 19 2 15 2 37 1 10 1 16 2 15 1 37 2 16 1 16 2 15 1 37 3 20 2 37 4 40 2 37 2 32 1 37 3 42 1 37 3 40
VillaEstense PD 527 45.17388889 11.66916667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
VillafrancaPadovana PD 528 45.49472222 11.79972222 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 1 14 1 12 1 14 1 12 1 14 1 12 1 14 2 61 1 17 2 67 3 38 2 67 1 32 2 67 2 35 2 67 2 37
VillanovadiCamposampiero PD 529 45.49194444 11.97388889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Vo PD 530 45.329722 11.640833 0 0 1 15 0 0 0 0 0 0 0 0 0 0 3 45 0 0 8 82 0 0 14 129 1 2 15 158 0 0 3 15 1 2 21 179 0 0 28 203 0 0 37 264 0 0 26 215 0 0 26 223 0 0 17 143
DueCarrare PD 531 45.28333333 11.83333333 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 1 6 1 8 0 0 1 8 4 28 1 8 8 33 2 20 5 14 2 20 5 14 2 20 7 22
Adria RO 532 45.0575 12.05694444 5 98 2 16 5 96 2 16 5 96 2 16 5 96 3 62 5 98 5 111 5 98 4 106 4 68 4 106 4 68 5 73 4 68 7 124 3 48 8 90 4 68 11 200 4 95 3 115 3 75 3 197 4 96 4 201
ArianonelPolesine RO 533 44.948611 12.123889 1 20 0 0 1 20 0 0 1 20 0 0 1 19 1 7 1 19 3 26 1 19 2 18 1 19 3 35 1 19 4 48 1 19 3 35 1 19 8 59 1 19 9 66 1 19 4 42 1 24 4 74 1 24 5 80
ArquàPolesine RO 534 45.012222 11.740556 1 8 0 0 1 8 0 0 1 13 0 0 1 13 0 0 1 13 0 0 1 13 0 0 1 13 0 0 1 13 1 54 1 13 0 0 1 13 1 54 1 13 1 44 2 34 1 44 2 34 1 44 2 34 1 78
BadiaPolesine RO 535 45.095000 11.491111 3 83 1 12 3 80 1 12 3 80 1 12 3 80 1 12 3 80 2 16 2 62 1 12 2 62 1 12 2 62 3 28 2 62 2 20 2 62 4 30 2 62 3 46 2 62 2 42 2 62 2 50 2 62 3 55
BagnolodiPo RO 536 45.016667 11.501389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14
Bergantino RO 537 45.062222 11.252500 2 42 0 0 2 42 0 0 2 42 0 0 2 42 0 0 2 42 0 0 2 42 0 0 3 62 0 0 3 62 0 0 3 62 0 0 3 62 0 0 3 62 0 0 3 62 0 0 3 62 0 0 3 62 0 0
Bosaro RO 538 45.004722 11.771667 1 10 0 0 1 10 0 0 1 10 0 0 1 10 1 4 1 10 1 4 1 8 0 0 1 8 0 0 1 8 1 7 1 8 1 7 1 8 2 12 1 8 1 7 1 8 0 0 1 8 0 0 1 8 0 0
Calto RO 539 44.993056 11.357500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Canaro RO 540 44.938333 11.676389 1 48 1 10 1 48 1 10 1 48 1 10 1 48 1 10 1 48 1 8 1 48 1 4 1 48 1 4 1 48 2 8 1 48 1 4 1 48 1 4 1 48 2 8 1 48 0 0 1 48 0 0 1 48 0 0
Canda RO 541 45.035556 11.509722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 0 0 0 0 0 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Castelguglielmo RO 542 45.025278 11.538056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 0 1 8 0 0 1 8 0 0 0 0
Castelmassa RO 543 45.018056 11.309444 3 48 0 0 3 50 0 0 3 50 0 0 3 50 0 0 3 50 0 0 3 50 0 0 2 41 0 0 2 41 0 0 2 41 0 0 2 41 0 0 2 41 0 0 2 41 0 0 1 25 0 0 1 25 0 0
CastelnovoBariano RO 544 45.028889 11.286667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0
Ceneselli RO 545 45.014722 11.368611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ceregnano RO 546 45.053056 11.872500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0
Corbola RO 547 45.008056 12.078611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CostadiRovigo RO 548 45.051389 11.698611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Crespino RO 549 44.985833 11.885833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 2 28 0 0 2 28 0 0 2 27 1 14 2 30 1 14 2 30
Ficarolo RO 550 44.955833 11.435833 0 0 1 4 0 0 1 4 0 0 1 4 0 0 1 4 1 72 1 4 1 72 1 2 1 72 1 2 1 72 1 2 1 72 1 2 1 72 1 2 1 72 1 2 1 72 1 2 1 72 1 2 1 72 1 2
FiessoUmbertiano RO 551 44.965000 11.601111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 22 0 0 0 0 0 0 2 23 0 0 2 25 0 0 1 18 1 42 1 18 1 70 1 18
FrassinellePolesine RO 552 44.996667 11.699722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6
FrattaPolesine RO 553 45.030000 11.644722 2 25 0 0 1 14 0 0 2 25 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 1 4 1 14 2 9 1 14 2 16 1 14 2 16 1 14 2 16
Gaiba RO 554 44.948056 11.482778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gavello RO 555 45.021944 11.915556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 12 0 0 1 12
GiaccianoconBaruchella RO 556 45.067778 11.451111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 9 0 0 2 9 0 0 1 3 0 0 1 3 0 0 1 3
GuardaVeneta RO 557 44.982222 11.802778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6
Lendinara RO 558 45.085000 11.599722 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 0 0 1 3 1 12 0 0 0 0 2 9 0 0 3 9 0 0 1 5 0 0 1 5 0 0 2 14
Loreo RO 559 45.063333 12.189444 3 43 0 0 3 45 0 0 3 45 0 0 3 45 27 74 3 45 27 74 3 45 27 74 3 45 27 74 3 45 28 81 3 45 27 74 3 45 29 99 3 45 3 99 3 45 3 99 3 45 3 117 3 45 3 117
Lusia RO 560 45.101667 11.663611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Melara RO 561 45.065278 11.198056 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 4 17 0 0 4 17 1 16 3 11 1 16 3 11 1 16 2 6
Occhiobello RO 562 44.921944 11.580000 2 145 1 6 2 150 1 8 2 150 1 6 2 150 3 17 2 150 3 17 2 327 1 7 2 327 1 7 2 327 7 42 2 327 7 42 2 319 20 92 2 319 10 101 2 319 5 56 2 319 5 56 2 319 5 56
Papozze RO 563 44.986944 12.030000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 100 0 0 2 110 0 0 1 100 0 0 1 100 0 0 1 76 0 0 1 148 0 0 1 148 0 0 1 148
PettorazzaGrimani RO 564 45.137778 11.992500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pincara RO 565 44.994444 11.610833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Polesella RO 566 44.967222 11.749722 1 48 0 0 1 47 0 0 1 47 0 0 1 47 0 0 1 47 1 3 1 47 0 0 1 47 0 0 1 47 1 5 1 47 1 5 1 47 2 6 1 47 2 6 1 47 2 6 1 47 2 6 1 47 2 6
PontecchioPolesine RO 567 45.020833 11.812222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 1 5 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 5 0 0 1 6 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0
PortoTolle RO 568 44.952778 12.333056 5 94 6 1256 3 59 5 1246 5 96 8 1293 5 96 9 1299 4 83 20 1412 3 63 12 1381 3 63 14 1420 3 63 20 1481 3 63 17 1440 4 125 32 1543 3 106 33 349 3 106 27 1815 4 131 29 1892 4 131 23 2537
Rosolina RO 569 45.077222 12.246944 15 821 228 11661 16 1016 228 11661 16 1029 228 11661 16 1040 2481 21315 16 1040 2408 21237 17 1075 2437 21653 17 1086 2022 20957 16 1070 1955 20707 17 1086 2022 20957 16 1080 2008 19734 18 1113 2153 20268 17 1119 2125 21633 16 1119 2178 21488 16 1119 2002 20549
Rovigo RO 570 45.072500 11.792778 8 349 0 0 7 266 0 0 8 365 0 0 8 364 6 21 8 370 8 33 8 370 3 31 8 370 5 71 8 370 13 104 8 370 11 96 8 370 32 164 9 534 45 222 9 534 31 156 8 511 34 173 8 511 35 173
Salara RO 571 44.987500 11.426944 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SanBellino RO 572 45.029444 11.590556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SanMartinodiVenezze RO 573 45.132222 11.871111 0 0 0 0 0 0 0 0 0 0 1 16 0 0 1 16 0 0 1 16 0 0 1 16 0 0 1 16 0 0 1 16 0 0 1 16 0 0 2 28 0 0 3 58 0 0 3 58 0 0 3 72 0 0 3 72
Stienta RO 574 44.940556 11.544444 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5 0 0 1 5
TagliodiPo RO 575 45.010000 12.208333 2 77 1 54 2 85 1 54 3 108 2 57 3 108 5 72 3 108 5 72 3 108 2 57 3 108 2 57 4 192 3 65 3 108 4 68 4 192 6 84 3 169 7 113 3 169 6 106 3 169 6 123 3 169 7 131
Trecenta RO 576 45.030833 11.461667 1 15 2 29 1 11 1 9 2 23 2 29 2 23 2 29 2 23 1 9 3 58 1 9 3 58 1 9 3 58 1 9 3 58 1 9 3 58 4 28 3 60 5 36 3 60 2 15 4 82 2 15 4 82 2 15
Villadose RO 577 45.073056 11.892222 1 15 0 0 1 15 0 0 1 15 0 0 1 15 0 0 1 15 0 0 1 15 1 12 0 0 1 12 1 18 1 12 0 0 1 12 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0
Villamarzana RO 578 45.015000 11.693611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
VillanovadelGhebbo RO 579 45.059722 11.645278 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0
VillanovaMarchesana RO 580 44.990556 11.978611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PortoViro RO 581 45.016667 12.216667 3 99 1 7 4 145 1 7 4 145 20 55 5 170 21 59 5 170 22 78 5 170 21 74 5 170 22 81 5 170 24 96 5 170 24 96 4 134 25 99 4 106 30 119 5 122 26 97 4 97 26 97 3 82 26 97
